log_id,customer_id,ticket_type,rating,status,log_date
LOG_00842,CUST_0018,Technical Issue,4,RESOLVED,2025-10-09
LOG_00843,CUST_0044,General Inquiry,4,RESOLVED,2025-12-20
LOG_00844,CUST_0515,General Inquiry,3,pending,2025-06-12
LOG_00845,CUST_0453,General Inquiry,2,pending,2025-04-10
LOG_00846,CUST_0233,Technical Issue,2,Closed,2025-04-01
LOG_00847,CUST_0120,Delivery Query,2,RESOLVED,2025-01-30
LOG_00848,CUST_0381,Refund Request,5,Pending,2025-10-16
LOG_00849,CUST_0441,General Inquiry,1,Closed,2025-04-29
LOG_00850,CUST_0917,Account Problem,2,Pending,2025-11-19
LOG_00851,CUST_0711,Account Problem,,Closed,2025-11-04
LOG_00852,CUST_0266,Account Problem,,resolved,2025-02-04
LOG_00853,CUST_0910,Refund Request,3,Pending,2025-05-17
LOG_00854,CUST_0660,Refund Request,4,open,2025-11-05
LOG_00855,CUST_0166,Technical Issue,5,Closed,2025-04-11
LOG_00856,CUST_0843,Account Problem,3,closed,2025-10-07
LOG_00857,CUST_0887,Account Problem,2,resolved,2025-12-19
LOG_00858,CUST_0447,Technical Issue,2,pending,2025-08-22
LOG_00859,CUST_0407,General Inquiry,,resolved,2025-05-26
LOG_00860,CUST_0848,Refund Request,3,pending,2025-02-14
LOG_00861,CUST_0655,Account Problem,,RESOLVED,2025-11-27
LOG_00862,CUST_0816,Account Problem,2,Closed,2025-03-26
LOG_00863,CUST_0131,Account Problem,5,Open,2026-01-01
LOG_00864,CUST_0431,Technical Issue,,resolved,2025-12-15
LOG_00865,CUST_0154,Refund Request,2,Closed,2025-03-14
LOG_00866,CUST_0995,Delivery Query,4,closed,2025-01-18
LOG_00867,CUST_0633,Delivery Query,,closed,2025-06-07
LOG_00868,CUST_0552,Delivery Query,,closed,2025-09-06
LOG_00869,CUST_0547,Account Problem,1,Pending,2025-09-14
LOG_00870,CUST_0539,General Inquiry,1,Closed,2025-04-21
LOG_00871,CUST_0389,Refund Request,,RESOLVED,2025-07-11
LOG_00872,CUST_0141,Account Problem,1,open,2025-11-25
LOG_00873,CUST_0911,Account Problem,2,closed,2025-06-08
LOG_00874,CUST_0058,Technical Issue,3,Closed,2025-06-28
LOG_00875,CUST_0799,Technical Issue,,pending,2025-03-22
LOG_00876,CUST_0601,Delivery Query,5,Pending,2025-08-28
LOG_00877,CUST_0850,Refund Request,4,Pending,2025-12-26
LOG_00878,CUST_0855,Technical Issue,1,open,2025-03-29
LOG_00879,CUST_0393,Delivery Query,5,RESOLVED,2025-01-30
LOG_00880,CUST_0633,Refund Request,,resolved,2025-09-27
LOG_00881,CUST_0308,Delivery Query,2,closed,2025-01-25
LOG_00882,CUST_0199,Refund Request,5,Closed,2025-06-16
LOG_00883,CUST_0656,Technical Issue,5,resolved,2025-01-22
LOG_00884,CUST_0854,Refund Request,3,pending,2025-10-16
LOG_00885,CUST_0089,Account Problem,5,Open,2025-12-03
LOG_00886,CUST_0973,Refund Request,2,resolved,2025-05-25
LOG_00887,CUST_0045,Account Problem,5,Pending,2025-06-19
LOG_00888,CUST_0792,Technical Issue,,open,2025-06-01
LOG_00889,CUST_0473,Technical Issue,1,Closed,2025-12-16
LOG_00890,CUST_0123,Technical Issue,4,resolved,2025-01-15
LOG_00891,CUST_0440,Delivery Query,2,Open,2025-01-13
LOG_00892,CUST_0960,Delivery Query,3,Pending,2025-01-28
LOG_00893,CUST_0414,Technical Issue,4,resolved,2025-05-16
LOG_00894,CUST_0205,Delivery Query,3,closed,2026-01-01
LOG_00895,CUST_0230,Account Problem,3,Open,2025-12-07
LOG_00896,CUST_0587,General Inquiry,2,closed,2025-04-29
LOG_00897,CUST_0033,Technical Issue,1,Open,2025-10-08
LOG_00898,CUST_0986,Refund Request,5,Open,2025-05-01
LOG_00899,CUST_0881,Technical Issue,3,resolved,2025-11-02
LOG_00900,CUST_0566,Account Problem,,open,2025-05-03
LOG_00901,CUST_0402,Technical Issue,2,closed,2025-12-23
LOG_00902,CUST_0723,Delivery Query,5,Open,2025-12-03
LOG_00903,CUST_0321,Technical Issue,,resolved,2025-07-11
LOG_00904,CUST_0609,General Inquiry,5,Closed,2025-08-19
LOG_00905,CUST_0134,Technical Issue,3,pending,2025-06-16
LOG_00906,CUST_0387,Delivery Query,5,RESOLVED,2025-05-11
LOG_00907,CUST_0343,Refund Request,,open,2025-01-21
LOG_00908,CUST_0463,Delivery Query,,Pending,2025-08-16
LOG_00909,CUST_0863,Refund Request,,resolved,2025-10-15
LOG_00910,CUST_0452,Refund Request,4,closed,2025-06-08
LOG_00911,CUST_0882,Technical Issue,,Open,2025-07-04
LOG_00912,CUST_0494,Account Problem,3,closed,2025-02-22
LOG_00913,CUST_0671,Technical Issue,5,pending,2025-02-21
LOG_00914,CUST_0325,Delivery Query,1,resolved,2025-03-10
LOG_00915,CUST_0405,General Inquiry,3,RESOLVED,2025-09-30
LOG_00916,CUST_0079,Refund Request,,Pending,2025-05-17
LOG_00917,CUST_0485,Delivery Query,4,open,2025-03-11
LOG_00918,CUST_0710,Refund Request,1,Closed,2025-08-11
LOG_00919,CUST_0227,Delivery Query,5,open,2025-02-07
LOG_00920,CUST_0477,Delivery Query,4,Pending,2025-11-29
LOG_00921,CUST_0383,General Inquiry,4,closed,2025-11-13
LOG_00922,CUST_0309,Refund Request,1,Open,2025-11-29
LOG_00923,CUST_0515,Delivery Query,2,closed,2025-01-06
LOG_00924,CUST_0513,Account Problem,1,Open,2025-10-18
LOG_00925,CUST_0293,General Inquiry,3,open,2025-04-23
LOG_00926,CUST_0393,Technical Issue,,open,2025-11-19
LOG_00927,CUST_0293,Account Problem,,resolved,2025-01-26
LOG_00928,CUST_0016,Technical Issue,1,RESOLVED,2025-11-26
LOG_00929,CUST_0882,Delivery Query,5,Pending,2025-10-03
LOG_00930,CUST_0345,Refund Request,2,open,2025-09-17
LOG_00931,CUST_0590,Technical Issue,3,closed,2025-06-04
LOG_00932,CUST_0981,Delivery Query,1,Closed,2025-04-28
LOG_00933,CUST_0200,General Inquiry,,Pending,2025-12-01
LOG_00934,CUST_0670,Account Problem,1,Pending,2025-04-26
LOG_00935,CUST_0294,General Inquiry,,pending,2025-04-25
LOG_00936,CUST_0603,Technical Issue,4,pending,2025-04-20
LOG_00937,CUST_0910,Technical Issue,,Closed,2025-04-13
LOG_00938,CUST_0318,Technical Issue,3,open,2025-05-03
LOG_00939,CUST_0288,General Inquiry,3,resolved,2025-03-23
LOG_00940,CUST_0703,Account Problem,2,open,2025-07-07
LOG_00941,CUST_0104,Technical Issue,2,RESOLVED,2025-01-15
LOG_00942,CUST_0726,Delivery Query,1,Open,2025-12-16
LOG_00943,CUST_0519,Technical Issue,5,Closed,2025-08-31
LOG_00944,CUST_0546,Account Problem,,open,2025-12-03
LOG_00945,CUST_0187,Account Problem,1,closed,2025-03-15
LOG_00946,CUST_0079,General Inquiry,,RESOLVED,2025-05-26
LOG_00947,CUST_0195,Technical Issue,3,Pending,2025-04-07
LOG_00948,CUST_0507,General Inquiry,,Open,2025-06-14
LOG_00949,CUST_0801,Technical Issue,5,RESOLVED,2025-05-16
LOG_00950,CUST_0724,General Inquiry,1,resolved,2025-08-19
LOG_00951,CUST_0277,Technical Issue,2,pending,2025-08-01
LOG_00952,CUST_0749,Refund Request,1,resolved,2025-09-20
LOG_00953,CUST_0370,General Inquiry,4,open,2025-07-11
LOG_00954,CUST_0308,Delivery Query,,pending,2025-04-08
LOG_00955,CUST_0973,Technical Issue,2,Open,2025-04-29
LOG_00956,CUST_0371,Refund Request,2,resolved,2025-09-13
LOG_00957,CUST_0119,Account Problem,5,closed,2025-01-11
LOG_00958,CUST_0804,Technical Issue,,RESOLVED,2025-01-26
LOG_00959,CUST_0736,Delivery Query,4,open,2025-09-02
LOG_00960,CUST_0597,Account Problem,4,Pending,2025-04-27
LOG_00961,CUST_0295,Refund Request,5,closed,2025-06-02
LOG_00962,CUST_0935,Delivery Query,5,closed,2025-12-18
LOG_00963,CUST_0546,Account Problem,4,open,2025-09-01
LOG_00964,CUST_0403,Delivery Query,3,pending,2025-03-25
LOG_00965,CUST_0665,Delivery Query,,pending,2025-03-10
LOG_00966,CUST_0931,Refund Request,5,Closed,2025-07-29
LOG_00967,CUST_0126,Refund Request,1,RESOLVED,2025-07-31
LOG_00968,CUST_0449,Technical Issue,1,Pending,2025-11-29
LOG_00969,CUST_0918,Delivery Query,1,open,2025-05-16
LOG_00970,CUST_0366,Refund Request,3,closed,2025-04-25
LOG_00971,CUST_0907,General Inquiry,4,RESOLVED,2025-12-23
LOG_00972,CUST_0943,General Inquiry,,open,2025-05-06
LOG_00973,CUST_0103,General Inquiry,1,Pending,2025-10-29
LOG_00974,CUST_0355,Technical Issue,5,RESOLVED,2025-08-31
LOG_00975,CUST_0419,Delivery Query,2,Closed,2025-02-08
LOG_00976,CUST_0930,Account Problem,1,pending,2025-03-14
LOG_00977,CUST_0978,General Inquiry,1,resolved,2025-06-30
LOG_00978,CUST_0947,Technical Issue,4,Open,2025-01-02
LOG_00979,CUST_0603,General Inquiry,3,Pending,2025-12-07
LOG_00980,CUST_0336,Account Problem,4,RESOLVED,2025-07-18
LOG_00981,CUST_0316,Account Problem,5,Pending,2025-10-21
LOG_00982,CUST_0272,Account Problem,4,closed,2025-11-28
LOG_00983,CUST_0875,General Inquiry,4,closed,2025-11-16
LOG_00984,CUST_0472,Delivery Query,,closed,2025-07-26
LOG_00985,CUST_0928,Delivery Query,3,resolved,2025-11-30
LOG_00986,CUST_0234,Technical Issue,2,resolved,2025-02-20
LOG_00987,CUST_0650,Technical Issue,2,resolved,2025-11-25
LOG_00988,CUST_0025,General Inquiry,5,pending,2025-03-05
LOG_00989,CUST_0357,Delivery Query,1,pending,2025-08-07
LOG_00990,CUST_0351,Account Problem,2,resolved,2025-03-16
LOG_00991,CUST_0368,Delivery Query,4,pending,2025-02-12
LOG_00992,CUST_0847,Delivery Query,,Open,2025-10-15
LOG_00993,CUST_0839,Technical Issue,3,Pending,2025-01-27
LOG_00994,CUST_0448,Account Problem,2,closed,2025-10-20
LOG_00995,CUST_0543,Refund Request,1,Closed,2025-07-22
LOG_00996,CUST_0160,General Inquiry,3,Open,2025-08-18
LOG_00997,CUST_0608,Technical Issue,3,open,2025-01-29
LOG_00998,CUST_0936,Refund Request,3,open,2025-08-28
LOG_00999,CUST_0274,General Inquiry,4,Open,2025-03-14
LOG_01000,CUST_0846,General Inquiry,3,Pending,2025-02-26
LOG_01001,CUST_0160,General Inquiry,1,Pending,2025-04-29
LOG_01002,CUST_0235,Refund Request,,RESOLVED,2025-08-18
LOG_01003,CUST_0963,General Inquiry,1,resolved,2025-04-02
LOG_01004,CUST_0051,Technical Issue,4,open,2025-03-08
LOG_01005,CUST_0342,Technical Issue,3,Closed,2025-03-14
LOG_01006,CUST_0637,Refund Request,,open,2025-06-22
LOG_01007,CUST_0823,Technical Issue,1,Closed,2025-01-12
LOG_01008,CUST_0529,Refund Request,1,RESOLVED,2025-04-07
LOG_01009,CUST_0825,Delivery Query,2,Open,2025-12-22
LOG_01010,CUST_0911,General Inquiry,5,closed,2025-08-04
LOG_01011,CUST_0663,Refund Request,2,pending,2025-03-17
LOG_01012,CUST_0988,Delivery Query,4,Closed,2025-01-31
LOG_01013,CUST_0393,Refund Request,2,resolved,2025-07-27
LOG_01014,CUST_0485,Technical Issue,3,open,2025-08-20
LOG_01015,CUST_0044,General Inquiry,5,RESOLVED,2025-10-10
LOG_01016,CUST_0457,General Inquiry,,open,2025-06-05
LOG_01017,CUST_0433,Refund Request,2,pending,2025-05-10
LOG_01018,CUST_0111,General Inquiry,5,Pending,2025-09-21
LOG_01019,CUST_0053,Technical Issue,2,Pending,2025-09-05
LOG_01020,CUST_0077,Delivery Query,,Pending,2025-06-20
LOG_01021,CUST_0699,Technical Issue,3,Closed,2025-10-23
LOG_01022,CUST_0111,Technical Issue,4,Pending,2025-04-14
LOG_01023,CUST_0007,Refund Request,1,open,2025-12-08
LOG_01024,CUST_0397,Technical Issue,4,open,2025-11-22
LOG_01025,CUST_0017,Delivery Query,2,Closed,2025-01-08
LOG_01026,CUST_0793,Delivery Query,2,closed,2025-04-25
LOG_01027,CUST_0996,Account Problem,,closed,2025-06-02
LOG_01028,CUST_0191,Refund Request,4,open,2025-07-23
LOG_01029,CUST_0997,Technical Issue,,Open,2025-02-13
LOG_01030,CUST_0513,Refund Request,4,RESOLVED,2025-08-22
LOG_01031,CUST_0177,Technical Issue,2,RESOLVED,2025-10-25
LOG_01032,CUST_0316,Delivery Query,4,RESOLVED,2025-08-25
LOG_01033,CUST_0468,Delivery Query,2,resolved,2025-01-21
LOG_01034,CUST_0786,Account Problem,1,Pending,2025-03-21
LOG_01035,CUST_0556,Refund Request,4,Open,2025-05-15
LOG_01036,CUST_0373,General Inquiry,,resolved,2025-12-09
LOG_01037,CUST_0656,Refund Request,5,Closed,2025-03-09
LOG_01038,CUST_0414,Refund Request,2,RESOLVED,2025-04-25
LOG_01039,CUST_0952,Refund Request,3,resolved,2025-04-21
LOG_01040,CUST_0839,Refund Request,5,open,2025-04-10
LOG_01041,CUST_0286,Account Problem,3,Open,2025-03-05
LOG_01042,CUST_0757,Refund Request,2,Open,2025-06-20
LOG_01043,CUST_0028,Account Problem,1,pending,2025-01-21
LOG_01044,CUST_0317,General Inquiry,2,open,2025-10-01
LOG_01045,CUST_0859,Delivery Query,1,Closed,2025-09-29
LOG_01046,CUST_0837,Account Problem,3,Open,2025-03-22
LOG_01047,CUST_0216,Refund Request,5,Open,2025-04-19
LOG_01048,CUST_0226,Delivery Query,4,Pending,2025-10-11
LOG_01049,CUST_0909,Refund Request,1,RESOLVED,2025-03-08
LOG_01050,CUST_0138,Refund Request,2,Open,2025-11-17
LOG_01051,CUST_0924,Account Problem,3,open,2025-07-01
LOG_01052,CUST_0500,Delivery Query,5,Open,2025-11-04
LOG_01053,CUST_0090,General Inquiry,3,closed,2025-10-24
LOG_01054,CUST_0973,Account Problem,5,open,2025-11-15
LOG_01055,CUST_0624,Delivery Query,4,resolved,2025-03-16
LOG_01056,CUST_0072,Account Problem,5,open,2025-01-25
LOG_01057,CUST_0272,Refund Request,5,resolved,2025-04-06
LOG_01058,CUST_0902,General Inquiry,1,RESOLVED,2025-06-18
LOG_01059,CUST_0334,Account Problem,2,pending,2025-08-27
LOG_01060,CUST_0708,Technical Issue,5,Closed,2025-06-30
LOG_01061,CUST_0630,Refund Request,2,Pending,2025-10-29
LOG_01062,CUST_0460,Technical Issue,2,Closed,2025-12-26
LOG_01063,CUST_0533,Refund Request,1,pending,2025-03-30
LOG_01064,CUST_0364,Technical Issue,,RESOLVED,2025-02-15
LOG_01065,CUST_0668,Delivery Query,3,Open,2025-01-08
LOG_01066,CUST_0612,General Inquiry,1,RESOLVED,2025-07-19
LOG_01067,CUST_0192,Refund Request,2,Pending,2025-09-06
LOG_01068,CUST_0032,Technical Issue,,Open,2025-02-18
LOG_01069,CUST_0807,Refund Request,4,Closed,2025-01-30
LOG_01070,CUST_0499,Technical Issue,3,resolved,2025-05-26
LOG_01071,CUST_0042,Refund Request,,Pending,2025-10-12
LOG_01072,CUST_0870,Technical Issue,3,closed,2025-07-24
LOG_01073,CUST_0691,Delivery Query,1,Closed,2025-11-04
LOG_01074,CUST_0490,Refund Request,5,pending,2025-10-02
LOG_01075,CUST_0877,General Inquiry,4,open,2025-07-24
LOG_01076,CUST_0778,Technical Issue,2,Closed,2025-01-18
LOG_01077,CUST_0194,General Inquiry,3,closed,2025-02-13
LOG_01078,CUST_0004,Account Problem,1,RESOLVED,2025-06-05
LOG_01079,CUST_0962,Refund Request,2,Pending,2025-12-24
LOG_01080,CUST_0266,Delivery Query,4,closed,2025-02-15
LOG_01081,CUST_0795,Delivery Query,,resolved,2025-09-18
LOG_01082,CUST_0360,Technical Issue,,open,2025-11-20
LOG_01083,CUST_0842,Account Problem,3,Pending,2025-12-14
LOG_01084,CUST_0437,Technical Issue,2,open,2025-10-30
LOG_01085,CUST_0338,Account Problem,,RESOLVED,2025-05-07
LOG_01086,CUST_0627,Refund Request,1,pending,2025-12-17
LOG_01087,CUST_0592,General Inquiry,,pending,2025-10-29
LOG_01088,CUST_0307,General Inquiry,3,resolved,2025-07-07
LOG_01089,CUST_0833,Account Problem,5,Closed,2025-07-15
LOG_01090,CUST_0880,Account Problem,,open,2025-04-24
LOG_01091,CUST_0145,Technical Issue,5,resolved,2025-04-05
LOG_01092,CUST_0803,Technical Issue,,Pending,2025-05-19
LOG_01093,CUST_0098,Delivery Query,1,open,2025-03-17
LOG_01094,CUST_0592,Technical Issue,4,Open,2025-07-12
LOG_01095,CUST_0145,General Inquiry,,pending,2025-06-02
LOG_01096,CUST_0056,General Inquiry,,Pending,2025-07-21
LOG_01097,CUST_0021,Delivery Query,2,RESOLVED,2025-04-22
LOG_01098,CUST_0985,Account Problem,3,Pending,2025-07-12
LOG_01099,CUST_0460,General Inquiry,4,Closed,2025-06-06
LOG_01100,CUST_0361,Delivery Query,,open,2025-12-21
LOG_01101,CUST_0882,General Inquiry,1,Closed,2025-09-16
LOG_01102,CUST_0217,Technical Issue,5,Pending,2025-08-18
LOG_01103,CUST_0587,Account Problem,,open,2025-12-21
LOG_01104,CUST_0834,Account Problem,,Pending,2025-06-27
LOG_01105,CUST_0185,Refund Request,1,pending,2025-08-30
LOG_01106,CUST_0385,Technical Issue,5,pending,2025-09-15
LOG_01107,CUST_0147,Refund Request,2,open,2025-08-24
LOG_01108,CUST_0793,Delivery Query,5,closed,2025-11-19
LOG_01109,CUST_0859,Delivery Query,,Closed,2025-01-14
LOG_01110,CUST_0228,Delivery Query,5,resolved,2025-09-05
LOG_01111,CUST_0614,General Inquiry,1,RESOLVED,2025-08-04
LOG_01112,CUST_0769,Technical Issue,2,closed,2025-04-09
LOG_01113,CUST_0882,Refund Request,2,RESOLVED,2025-04-17
LOG_01114,CUST_0678,General Inquiry,2,Open,2025-05-31
LOG_01115,CUST_0749,Refund Request,,resolved,2025-06-09
LOG_01116,CUST_0852,Technical Issue,3,Open,2025-03-12
LOG_01117,CUST_0099,Delivery Query,1,open,2025-06-11
LOG_01118,CUST_0045,General Inquiry,4,resolved,2025-07-11
LOG_01119,CUST_0091,Account Problem,2,open,2025-04-19
LOG_01120,CUST_0175,Delivery Query,5,closed,2025-03-25
LOG_01121,CUST_0768,General Inquiry,,RESOLVED,2025-02-24
LOG_01122,CUST_0800,General Inquiry,1,Closed,2025-10-03
LOG_01123,CUST_0373,Account Problem,1,open,2025-11-11
LOG_01124,CUST_0807,Delivery Query,5,RESOLVED,2026-01-01
LOG_01125,CUST_0227,Delivery Query,5,closed,2025-07-16
LOG_01126,CUST_0142,Delivery Query,2,closed,2025-07-13
LOG_01127,CUST_0626,Delivery Query,3,Pending,2025-12-25
LOG_01128,CUST_0108,Technical Issue,2,pending,2025-08-27
LOG_01129,CUST_0550,Delivery Query,4,RESOLVED,2025-02-25
LOG_01130,CUST_0718,General Inquiry,1,pending,2025-01-02
LOG_01131,CUST_0785,Delivery Query,3,Pending,2025-09-19
LOG_01132,CUST_0877,General Inquiry,,RESOLVED,2025-08-30
LOG_01133,CUST_0323,Account Problem,1,open,2025-11-18
LOG_01134,CUST_0035,General Inquiry,5,resolved,2025-03-18
LOG_01135,CUST_0995,Technical Issue,4,closed,2025-01-07
LOG_01136,CUST_0876,Account Problem,5,open,2025-07-22
LOG_01137,CUST_0313,Refund Request,3,pending,2025-06-10
LOG_01138,CUST_0546,Technical Issue,4,open,2025-06-05
LOG_01139,CUST_0047,General Inquiry,3,RESOLVED,2025-06-05
LOG_01140,CUST_0725,Delivery Query,4,closed,2025-10-11
LOG_01141,CUST_0702,General Inquiry,5,Pending,2025-11-26
LOG_01142,CUST_0165,Delivery Query,1,closed,2025-11-29
LOG_01143,CUST_0465,Technical Issue,4,closed,2025-11-01
LOG_01144,CUST_0808,Account Problem,5,Pending,2025-04-16
LOG_01145,CUST_0924,General Inquiry,4,Open,2025-10-26
LOG_01146,CUST_0606,General Inquiry,,RESOLVED,2025-12-12
LOG_01147,CUST_0730,Technical Issue,5,pending,2025-02-25
LOG_01148,CUST_0904,Delivery Query,,Pending,2025-06-11
LOG_01149,CUST_0447,Delivery Query,1,pending,2025-01-26
LOG_01150,CUST_0072,Account Problem,,pending,2025-04-04
LOG_01151,CUST_0851,Account Problem,4,Closed,2025-08-21
LOG_01152,CUST_0490,Technical Issue,,Closed,2025-07-14
LOG_01153,CUST_0817,Technical Issue,,pending,2025-09-22
LOG_01154,CUST_0397,General Inquiry,1,Closed,2025-01-24
LOG_01155,CUST_0969,Account Problem,4,Closed,2025-08-05
LOG_01156,CUST_0759,General Inquiry,3,Pending,2025-01-08
LOG_01157,CUST_0433,Account Problem,3,Open,2025-05-30
LOG_01158,CUST_0783,Delivery Query,4,RESOLVED,2025-06-29
LOG_01159,CUST_0884,General Inquiry,2,Open,2025-04-13
LOG_01160,CUST_0534,Delivery Query,5,pending,2025-10-01
LOG_01161,CUST_0688,Account Problem,,Closed,2025-03-06
LOG_01162,CUST_0108,Refund Request,3,Pending,2025-11-28
LOG_01163,CUST_0237,Delivery Query,1,RESOLVED,2025-09-17
LOG_01164,CUST_0006,Technical Issue,2,resolved,2025-07-13
LOG_01165,CUST_0957,Technical Issue,,Pending,2025-01-15
LOG_01166,CUST_0879,General Inquiry,4,resolved,2025-12-05
LOG_01167,CUST_0248,General Inquiry,2,RESOLVED,2025-02-11
LOG_01168,CUST_0991,Refund Request,,resolved,2025-05-16
LOG_01169,CUST_0703,Account Problem,4,Open,2025-11-06
LOG_01170,CUST_0005,Refund Request,4,Open,2025-10-07
LOG_01171,CUST_0209,Technical Issue,4,Closed,2025-03-27
LOG_01172,CUST_0314,Refund Request,1,resolved,2025-03-13
LOG_01173,CUST_0043,Delivery Query,,pending,2025-05-01
LOG_01174,CUST_0533,General Inquiry,3,RESOLVED,2025-12-22
LOG_01175,CUST_0013,Account Problem,,Pending,2025-06-04
LOG_01176,CUST_0960,Account Problem,3,closed,2025-06-09
LOG_01177,CUST_0232,General Inquiry,4,pending,2025-07-17
LOG_01178,CUST_0816,Technical Issue,,Closed,2025-05-01
LOG_01179,CUST_0370,Account Problem,1,Pending,2025-07-16
LOG_01180,CUST_0398,Technical Issue,4,Open,2025-09-15
LOG_01181,CUST_0942,Technical Issue,4,resolved,2025-12-22
LOG_01182,CUST_0156,Refund Request,5,closed,2025-12-14
LOG_01183,CUST_0038,Delivery Query,5,RESOLVED,2025-07-22
LOG_01184,CUST_0963,Technical Issue,1,closed,2025-01-06
LOG_01185,CUST_0068,Refund Request,3,resolved,2025-06-29
LOG_01186,CUST_0466,Refund Request,,Pending,2025-07-21
LOG_01187,CUST_0842,General Inquiry,2,open,2025-02-25
LOG_01188,CUST_0798,Delivery Query,2,open,2025-03-05
LOG_01189,CUST_0725,Account Problem,2,Closed,2025-04-03
LOG_01190,CUST_0365,Delivery Query,3,resolved,2025-07-24
LOG_01191,CUST_0176,Delivery Query,2,Closed,2025-03-10
LOG_01192,CUST_0718,General Inquiry,3,pending,2025-02-03
LOG_01193,CUST_0345,Delivery Query,3,RESOLVED,2025-05-31
LOG_01194,CUST_0153,Refund Request,2,open,2025-06-29
LOG_01195,CUST_0125,Delivery Query,,Closed,2025-01-29
LOG_01196,CUST_0079,Account Problem,4,resolved,2025-09-27
LOG_01197,CUST_0228,Technical Issue,5,open,2025-08-15
LOG_01198,CUST_0307,Delivery Query,,resolved,2025-12-20
LOG_01199,CUST_0951,Refund Request,4,Open,2025-10-19
LOG_01200,CUST_0383,Delivery Query,4,Closed,2025-09-03
